"April 30, 2018",0.27
"March 31, 2018",-2.69
"Feb. 28, 2018",-3.89
"Jan. 31, 2018",5.62
"Dec. 31, 2017",0.98
"Nov. 30, 2017",2.81
"Oct. 31, 2017",2.22
"Sept. 30, 2017",1.93
"Aug. 31, 2017",0.05
"July 31, 2017",1.93
"June 30, 2017",0.48
"May 31, 2017",1.16
"April 30, 2017",0.91
"March 31, 2017",-0.04
"Feb. 28, 2017",3.72
"Jan. 31, 2017",1.79
"Dec. 31, 2016",1.82
"Nov. 30, 2016",3.42
"Oct. 31, 2016",-1.94
"Sept. 30, 2016",-0.12
"Aug. 31, 2016",-0.12
"July 31, 2016",3.56
"June 30, 2016",0.09
"May 31, 2016",1.53
"April 30, 2016",0.27
"March 31, 2016",6.60
"Feb. 29, 2016",-0.41
"Jan. 31, 2016",-5.07
"Dec. 31, 2015",-1.75
"Nov. 30, 2015",0.05
"Oct. 31, 2015",8.30
"Sept. 30, 2015",-2.64
"Aug. 31, 2015",-6.26
"July 31, 2015",1.97
"June 30, 2015",-2.10
"May 31, 2015",1.05
"April 30, 2015",0.85
"March 31, 2015",-1.74
"Feb. 28, 2015",5.49
"Jan. 31, 2015",-3.10
"Dec. 31, 2014",-0.42
"Nov. 30, 2014",2.45
"Oct. 31, 2014",2.32
"Sept. 30, 2014",-1.55
"Aug. 31, 2014",3.77
"July 31, 2014",-1.51
"June 30, 2014",1.91
"May 31, 2014",2.10
"April 30, 2014",0.62
"March 31, 2014",0.69
"Feb. 28, 2014",4.31
"Jan. 31, 2014",-3.56
"Dec. 31, 2013",2.36
"Nov. 30, 2013",2.80
"Oct. 31, 2013",4.46
"Sept. 30, 2013",2.97
"Aug. 31, 2013",-3.13
"July 31, 2013",4.95
"June 30, 2013",-1.50
"May 31, 2013",2.08
"April 30, 2013",1.81
"March 31, 2013",3.60
"Feb. 28, 2013",1.11
"Jan. 31, 2013",5.04
"Dec. 31, 2012",0.71
"Nov. 30, 2012",0.28
"Oct. 31, 2012",-1.98
"Sept. 30, 2012",2.42
"Aug. 31, 2012",1.98
"July 31, 2012",1.26
"June 30, 2012",3.96
"May 31, 2012",-6.27
"April 30, 2012",-0.75
"March 31, 2012",3.13
"Feb. 29, 2012",4.06
"Jan. 31, 2012",4.36
"Dec. 31, 2011",0.85
"Nov. 30, 2011",-0.51
"Oct. 31, 2011",10.77
"Sept. 30, 2011",-7.18
"Aug. 31, 2011",-5.68
"July 31, 2011",-2.15
"June 30, 2011",-1.83
"May 31, 2011",-1.35
"April 30, 2011",2.85
"March 31, 2011",-0.11
"Feb. 28, 2011",3.20
"Jan. 31, 2011",2.26
"Dec. 31, 2010",6.53
"Nov. 30, 2010",-0.23
"Oct. 31, 2010",3.69
"Sept. 30, 2010",8.76
"Aug. 31, 2010",-4.74
"July 31, 2010",6.88
"June 30, 2010",-5.39
"May 31, 2010",-8.20
"April 30, 2010",1.48
"March 31, 2010",5.88
"Feb. 28, 2010",2.85
"Jan. 31, 2010",-3.70
"Dec. 31, 2009",1.78
"Nov. 30, 2009",5.74
"Oct. 31, 2009",-1.98
"Sept. 30, 2009",3.57
"Aug. 31, 2009",3.36
"July 31, 2009",7.41
"June 30, 2009",0.02
"May 31, 2009",5.31
"April 30, 2009",9.39
"March 31, 2009",8.54
"Feb. 28, 2009",-10.99
"Jan. 31, 2009",-8.57
"Dec. 31, 2008",0.78
"Nov. 30, 2008",-7.49
"Oct. 31, 2008",-16.94
"Sept. 30, 2008",-9.08
"Aug. 31, 2008",1.22
"July 31, 2008",-0.99
"June 30, 2008",-8.60
"May 31, 2008",1.07
"April 30, 2008",4.75
"March 31, 2008",-0.60
"Feb. 29, 2008",-3.48
"Jan. 31, 2008",-6.12
"Dec. 31, 2007",-0.86
"Nov. 30, 2007",-4.40
"Oct. 31, 2007",1.48
"Sept. 30, 2007",3.58
"Aug. 31, 2007",1.29
"July 31, 2007",-3.20
"June 30, 2007",-1.78
"May 31, 2007",3.26
"April 30, 2007",4.33
"March 31, 2007",1.00
"Feb. 28, 2007",-2.18
"Jan. 31, 2007",1.41
